cell_line_id,cell_line_name,organ,site_type,disease,age,sex,category,species
CVCL_0D65,NZM106,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_UZ64,OAL-1,"Cheek, skin",In situ,Melanoma,63Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UZ65,OAL-2,"Cheek, skin",In situ,Melanoma,69Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_A4BI,"OHRI-MEL-13,Ottawa Hospital Research Institute-MELanoma-13",Pelvic lymph node,Metastatic,Melanoma,59Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_1E44,"PA #2,PA 2,PA-2",Colon,Metastatic,Melanoma,47Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_M743,"PD-Mel,PDMel",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VP91,"PES 41,PES-41,PES41,PE-MEL-41,PE-Mel-41",Hypodermis,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VP92,"PES 43,PES-43,PES43,PE-MEL-43,PE-Mel-43",Lung,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VP93,"PES 47,PES-47,PES47,PE-MEL-47,PE-Mel-47",Hypodermis,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_B6JN,PiGAS,Hypodermis,Metastatic,Melanoma,50Y,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_L412,PL-14,Ascites,Metastatic,Melanoma,71Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_VQ08,"PLF1,PLF 1",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VQ09,"PLF2,PLF 2",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_M744,PNM-Mel,Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_G320,"PNP-Mel,PNP Mel",Skin,In situ,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_7113,"PR-Mel,PRMel",Skin,Metastatic,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_H197,RJ002L,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_AS76,RL159,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VQ05,"ROS 184,ROS184",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_E9Z8,"RPMI-1348,RPMI 1348,RPMI1348,Roswell Park Memorial Institute 1348",Peripheral blood,In situ,Melanoma,45Y,Male,Transformed cell line,Homo sapiens (Human)
CVCL_UJ86,"RPMI-1358,RPMI 1358,RPMI1358,Roswell Park Memorial Institute 1358",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_T295,"RPMI-3236,RPMI 3236,RPMI3236,RPMI No. 3236,Roswell Park Memorial Institute 3236",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_LH81,"RPMI-4767,RPMI 4767,RPMI4767,RPMI #4767,Roswell Park Memorial Institute 4767",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_LH82,"RPMI-5615,RPMI 5615,RPMI5615,Roswell Park Memorial Institute 5615",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_LH83,"RPMI-6642,RPMI 6642,RPMI6642,Roswell Park Memorial Institute 6642",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_LH84,"RPMI-6738,RPMI 6738,RPMI6738,RPMI No. 6738,Roswell Park Memorial Institute 6738",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_LH85,"RPMI-7031,RPMI 7031,RPMI7031,Roswell Park Memorial Institute 7031",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_T313,"RPMI-7262,RPMI 7262,RPMI7262,Roswell Park Memorial Institute 7262",,,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_T314,"RPMI-7272,RPMI 7272,RPMI7272,Roswell Park Memorial Institute 7272,B72,M-4",,,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_LH86,"RPMI-7449,RPMI 7449,RPMI7449,Roswell Park Memorial Institute 7449",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_LH87,"RPMI-7821,RPMI 7821,RPMI7821,RPMI-M7821,RPMI M7821,M7821,Roswell Park Memorial Institute 7821",,,Melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_3951,"RPMI-7931,RPMI 7931,RPMI7931,Roswell Park Memorial Institute 7931",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_2713,"RPMI-7932,RPMI 7932,RPMI7932,Roswell Park Memorial Institute 7932,ULF",Pleural effusion,Metastatic,Melanoma,36Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_RW16,"RPMI-7932 COL-1,COL-1,COL 1,BMCOL-1",Pleural effusion,Metastatic,Melanoma,36Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_RW17,"RPMI-7932 VBL-4,VBL-4,VBL 4",Pleural effusion,Metastatic,Melanoma,36Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_RW18,"RPMI-7932 VCR-4.5/4,VCR-4.5/4,VCR 4.5/4",Pleural effusion,Metastatic,Melanoma,36Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_1666,"RPMI-7951,RPMI 7951,RPMI7951,Roswell Park Memorial Institute 7951",Lymph node,Metastatic,Melanoma,18Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_T319,"RPMI-7962,RPMI 7962,RPMI7962,Roswell Park Memorial Institute 7962",,,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_T320,"RPMI-7972,RPMI 7972,RPMI7972,Roswell Park Memorial Institute 7972",,,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_T323,"RPMI-8252,RPMI 8252,RPMI8252,Roswell Park Memorial Institute 8252",Lymph node,Metastatic,Melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_LH88,"RPMI-8312,RPMI 8312,RPMI8312,Roswell Park Memorial Institute 8312",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C542,"RPMI-8322,RPMI 8322,RPMI8322,Roswell Park Memorial Institute 8322,M-5,M5",Lymph node,Metastatic,Melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_U115,"RPMI-8342,RPMI 8342,RPMI8342,Roswell Park Memorial Institute 8342,M-3",Lymph node,Metastatic,Melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_E5HK,"RPMI-8352,RPMI 8352,RPMI8352,Roswell Park Memorial Institute 8352",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_X375,"RPMI-8362,RPMI 8362,RPMI8362,Roswell Park Memorial Institute 8362",Lymph node,Metastatic,Melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_X376,"RPMI-8372,RPMI 8372,RPMI8372,Roswell Park Memorial Institute 8372",Lymph node,Metastatic,Melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_LH89,"RPMI-M7041,RPMI M7041,M7041,Roswell Park Memorial Institute M7041",,,Melanoma,59Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C543,RPMI8322/CDDP-300,Lymph node,Metastatic,Melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_1672,"RVH-421,RVH 421,RVH421",Brain,Metastatic,Melanoma,28Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_A1VM,"RVH-421 Dab-R,RVH421_Dab,RVH421 SKIN FV1,RVH421SKINFV1",Brain,Metastatic,Melanoma,28Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_RR54,"RVH-421rPLX4720_10muM,RVH-421rPLX4720(10muM)",Brain,Metastatic,Melanoma,28Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_0516,"SB-2,SB2",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_3162,SEKI,"Leg, skin",In situ,Melanoma,28Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_M778,SESX,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VS32,"SGM1,St. George's Melanoma 1",Skin,In situ,Melanoma,Age unspecified,Sex unspecified,Finite cell line,Homo sapiens (Human)
CVCL_VS33,"SGM2,St. George's Melanoma 2",Skin,In situ,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VS34,"SGM3,St. George's Melanoma 3",Skin,In situ,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VS35,"SGM4,St. George's Melanoma 4",Skin,In situ,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_VS36,"SGM5,St. George's Melanoma 5",Skin,In situ,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_VS37,"SGM6,St. George's Melanoma 6",Skin,In situ,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_1692,"SH-4,SH4",Pleural effusion,Metastatic,Melanoma,60Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_0068,"SK-MEL-1,SK-Mel-1,SK Mel 1,SK-Mel 1,SK-Mel1,SKMEL-1,SkMEL-1,SKMEL1,SK 1",Thoracic lymph duct,Metastatic,Melanoma,29Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_6020,"SK-MEL-10,SK-MEL 10,SK-Mel 10,SKMEL10",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6068,"SK-MEL-101,DZ-Mel",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4U05,SK-MEL-102,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6069,"SK-MEL-103,SK-Mel-103,SKMEL-103,SkMel103,SKMEL103",Not specified,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_4U06,SK-MEL-104,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6070,"SK-MEL-105,SK-Mel-105,SKMEL-105",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6071,"SK-MEL-106,EE-Mel",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6072,SK-MEL-108,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6073,"SK-MEL-109,SK-Mel-109,SK-MEL109,SKMEL-109",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D702,"SK-MEL-11,SK-Mel-11,SKMEL-11,AF-Mel",,,Melanoma,38Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_3875,"SK-MEL-110,SK-Mel-110,SK-Mel 110,SKMEL-110,EI-Mel",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_U938,"SK-MEL-111,SK-Mel-111,EJ-Mel",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6963,"SK-MEL-112,SK-Mel-112,EK-Mel",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6074,"SK-MEL-113,SK-Mel-113,SKMEL-113,EL-Mel",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_U936,SK-MEL-114,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8075,SK-MEL-115,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6075,"SK-MEL-117,SK-Mel-117,SKMEL-117",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6076,"SK-MEL-118,SK-Mel-118,SK-mel-118,SKMEL-118,EQ-Mel",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6021,"SK-MEL-12,SK-Mel-12,SKMEL-12,AG-Mel",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4U00,SK-MEL-122,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4U01,SK-MEL-123,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8076,SK-MEL-124,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4U02,SK-MEL-125,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6078,"SK-MEL-127,SK-Mel-127,SK MEL 127,SKMEL-127,EZ-Mel",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6079,SK-MEL-128,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4U03,SK-MEL-129,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6022,"SK-MEL-13,SK-Mel-13,SK-MEL 13,SK-MEL13,SKMEL-13,SKMEL13,Mel13,AH-Mel",,,Melanoma,56Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_6080,"SK-MEL-130,SK-Mel-130,SKMEL-130",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4U04,SK-MEL-132,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6082,"SK-MEL-133,SK-Mel-133,SK-Mel 133,SKMEL-133,FF-MEL,FF-Mel",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6083,SK-MEL-135,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8077,SK-MEL-136,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4U07,SK-MEL-139,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6023,"SK-MEL-14,SK-Mel-14,AI-Mel",,,Melanoma,49Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_U907,"SK-MEL-140,SK-MEL 140",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6084,"SK-MEL-144,SK-Mel-144",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8078,SK-MEL-145,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6085,"SK-MEL-146,SK-Mel-146,SKMEL-146",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_3876,"SK-MEL-147,SK-Mel-147,SK MEL 147,SKMEL-147,SkMel147,SKMEL147,SK-147,FT-Mel",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6964,"SK-MEL-15,SK-Mel-15,SKMEL-15,BO-Mel",,,Melanoma,61Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_8079,SK-MEL-150,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_IY53,SK-MEL-152,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6087,"SK-MEL-153,SK-Mel-153,SKMEL-153",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8080,SK-MEL-158,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_1E23,"SK-MEL-16,SK-Mel-16",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6088,"SK-MEL-161,SK-Mel-161,SKMEL-161",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4U08,SK-MEL-162,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_U940,SK-MEL-163,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_J708,"SK-MEL-165,GL-Mel",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8081,SK-MEL-166,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_U941,SK-MEL-168,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_U942,SK-MEL-169,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6024,"SK-MEL-17,SK-Mel-17,AJ-Mel",,,Melanoma,71Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_6089,"SK-MEL-170,SK-Mel-170,SKMEL-170",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_J709,SK-MEL-172,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6090,"SK-MEL-173,SK-Mel-173,SKMEL-173,SKMEL173",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6091,"SK-MEL-174,SK-Mel-174,SKMEL-174",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6092,"SK-MEL-176,SK-Mel-176,SK-MEL 176,SKMEL-176",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4U09,"SK-MEL-177,SK-MEL 177",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6093,"SK-MEL-178,SK-Mel-178,SK-MEL 178,SKMEL-178",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C5UD,"SK-MEL-179,SK-MEL 179",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_U933,"SK-MEL-18,SK-Mel-18,AK-Mel",,,Melanoma,34Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_6094,"SK-MEL-181,SK-Mel-181,SKMEL-181",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6095,"SK-MEL-182,SK-Mel-182,SKMEL-182",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6096,"SK-MEL-186,SK-Mel-186,SK-Mel 186,SKMEL-186",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6097,"SK-MEL-187,SK-Mel-187,SKMEL-187,SKMEL187",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6098,"SK-MEL-188,SK-Mel-188,SKMEL-188,SKMEL188",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6099,"SK-MEL-190,SK-Mel-190,SKMEL-190",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6100,"SK-MEL-191,SK-Mel-191,SKMEL-191",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6101,"SK-MEL-192,SK-Mel-192,SKMEL-192,SKMEL192",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6102,"SK-MEL-196,SK-Mel-196,SKMEL-196",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8082,"SK-MEL-197,SK-Mel-197,SK-MEL 197,SK-Mel 197,SKMEL-197,SKMEL197",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6103,SK-MEL-198,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6104,"SK-MEL-199,SK-Mel-199,SKMEL-199,SK-MEL-199A,SK-MEL-199 (adhesion),SK-MEL-199S,SK-MEL-199 (suspension)",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0069,"SK-MEL-2,SK-Mel-2,SK-Mel 2,SK-mel-2,SK-MEL2,SK.MEL.2,SK Mel 2,SK MEL 2,SKMEL-2,SKMEL2,SKmel2,SK-ML2,SKml2","Thigh, skin",Metastatic,Melanoma,60Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_J266,SK-MEL-2-Luc,"Thigh, skin",Metastatic,Melanoma,60Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_U925,"SK-MEL-20,SK-Mel-20,AM-Mel",,,Melanoma,41Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_6105,"SK-MEL-200,SK-Mel-200,SKMEL-200",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6106,"SK-MEL-202,SK-Mel-202,SKMEL-202",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_U908,SK-MEL-203,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6107,"SK-MEL-205,SK-Mel-205,SKMEL-205",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6108,"SK-MEL-207,SK-Mel-207,SKMEL-207",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6109,"SK-MEL-208,SK-Mel-208,SKMEL-208",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6110,"SK-MEL-209,SK-Mel-209,SKMEL-209",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_3877,"SK-MEL-21,SK-Mel-21,SK MEL 21,SK-MEL21,AN-Mel",,,Melanoma,35Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D772,"SK-MEL-210-3,SKMEL-210-3,SK-Mel-210",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_U911,"SK-MEL-215-1,SKMEL-215-1,SK-Mel-215",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6111,"SK-MEL-217,SK-Mel-217,SKMEL-217",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6026,"SK-MEL-22,SK-Mel-22,SKMEL-22,SK-MEL-022,AO-Mel",,,Melanoma,59Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_6112,"SK-MEL-222,SK-Mel-222,SKMEL-222",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6113,"SK-MEL-227,SK-Mel-227,SKMEL-227",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6114,"SK-MEL-228,SK-Mel-228,SKMEL-228",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6115,"SK-MEL-229,SK-Mel-229,SKMEL-229",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6116,"SK-MEL-230,SK-Mel-230,SKMEL-230",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6117,"SK-MEL-232,SK-Mel-232,SKMEL-232",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6118,"SK-MEL-233,SK-Mel-233,SKMEL-233",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6119,"SK-MEL-234,SK-Mel-234,SKMEL-234",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4Z29,"SK-MEL-235,SKMEL-235",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6120,"SK-MEL-237,SK-Mel-237,SKMEL-237",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6121,"SK-MEL-238,SK-Mel-238,SKMEL-238",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6122,"SK-MEL-239,SK-Mel-239,SKMEL-239",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_0599,"SK-MEL-24,Sk-Mel-24,SK Mel 24,SKMEL-24,SK-MEL24,SK-Mel24,SKMEL24,SKMel24,AQ-Mel",Lymph node,Metastatic,Melanoma,67Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_8083,SK-MEL-241,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6123,"SK-MEL-243,SK-Mel-243,SKMEL-243",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6124,"SK-MEL-244,SK-Mel-244,SKMEL-244",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6125,"SK-MEL-245,SK-Mel-245",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6126,"SK-MEL-246,SK-Mel-246,SKMEL-246",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6961,"SK-MEL-249,JU-MEL",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6028,"SK-MEL-25,SK-Mel-25,SK-Mel 25,SK Mel 25,SK 25,AR-Mel",Not specified,Metastatic,Melanoma,43Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_B5AE,"SK-MEL-25 subclone-5,Mel S-5,S-5",Not specified,Metastatic,Melanoma,43Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_6962,SK-MEL-250,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6127,"SK-MEL-252,SK-Mel-252,SKMEL-252",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
